State Electorate,Created Datetime,Id,Visible,Name,Location Type,Main Risk,Risk Second,Risk Third,Description,Road Length,Frequency,Road User View,High Speed Limits Yes No,Submitter Name,Age,Rac Member,Postcode,Location,Submission Sets,Attachments,No. of Supports,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20,Comment 21,Comment 22,Comment 23,Comment 24,Comment 25,Comment 26,Comment 27,Comment 28,Comment 29,Comment 30,Comment 31,Comment 32,Comment 33,Comment 34,Comment 35,Comment 36,Comment 37,Comment 38,Comment 39,Comment 40,Comment 41,Comment 42,Comment 43,Comment 44,Comment 45,Comment 46,Comment 47,Comment 48,Comment 49,Comment 50,Comment 51,Comment 52,Comment 53,Comment 54,Comment 55,Comment 56,Comment 57,Comment 58,Comment 59,Comment 60,Comment 61,Comment 62,Comment 63,Comment 64,Comment 65,Comment 66,Comment 67,Comment 68,Comment 69,Comment 70,Comment 71,Comment 72,Comment 73,Comment 74,Comment 75,Comment 76,Comment 77,Comment 78,Comment 79,Comment 80,Comment 81,Comment 82,Comment 83,Comment 84,Comment 85,Comment 86,Comment 87,Comment 88,Comment 89,Comment 90,Comment 91,Comment 92,Comment 93,Comment 94,Comment 95,Comment 96,Comment 97,Comment 98,Comment 99,Comment 100,Comment 101,Comment 102,Comment 103,Comment 104,Comment 105,Comment 106,Comment 107,Comment 108,Comment 109,Comment 110,Comment 111,Comment 112,Comment 113,Comment 114,Comment 115,Comment 116,Comment 117,Comment 118,Comment 119,Comment 120,Comment 121,Comment 122,Comment 123,Comment 124,Comment 125,Comment 126,Comment 127,Comment 128,Comment 129,Comment 130,Comment 131,Comment 132,Comment 133,Comment 134,Comment 135,Comment 136,Comment 137,Comment 138,Comment 139,Comment 140,Comment 141,Comment 142,Comment 143,Comment 144,Comment 145,Comment 146,Comment 147,Comment 148,Comment 149,Comment 150,Comment 151,Comment 152,Comment 153,Comment 154,Comment 155,Comment 156,Comment 157,Comment 158,Comment 159,Comment 160,Comment 161,Comment 162,Comment 163,Comment 164,Comment 165,Comment 166,Comment 167,Comment 168,Comment 169,Comment 170,Comment 171,Comment 172,Comment 173,Comment 174,Comment 175,Comment 176,Comment 177,Comment 178,Comment 179,Comment 180,Comment 181,Comment 182,Comment 183,Comment 184,Comment 185,Comment 186,Comment 187,Comment 188,Comment 189,Comment 190,Comment 191,Comment 192,Comment 193,Comment 194,Comment 195,Comment 196,Comment 197,Comment 198,Comment 199,Comment 200,Comment 201,Comment 202,Comment 203,Comment 204,Comment 205,Comment 206,Comment 207,Comment 208,Comment 209,Comment 210,Comment 211,Comment 212,Comment 213,Comment 214,Comment 215,Comment 216,Comment 217,Comment 218,Comment 219,Comment 220,Comment 221,Comment 222,Comment 223,Comment 224,Comment 225,Comment 226,Comment 227,Comment 228,Comment 229,Comment 230,Comment 231,Comment 232,Comment 233,Comment 234,Comment 235,Comment 236,Comment 237,Comment 238,Comment 239,Comment 240,Comment 241,Comment 242,Comment 243,Comment 244,Comment 245,Comment 246,Comment 247,Comment 248,Comment 249,Comment 250,Comment 251,Comment 252,Comment 253,Comment 254,Comment 255,Comment 256,Comment 257,Comment 258,Comment 259,Comment 260,Comment 261,Comment 262,Comment 263,Comment 264,Comment 265,Comment 266,Comment 267,Comment 268,Comment 269,Comment 270,Comment 271,Comment 272,Comment 273,Comment 274,Comment 275,Comment 276,Comment 277,Comment 278,Comment 279,Comment 280,Comment 281,Comment 282,Comment 283,Comment 284,Comment 285,Comment 286,Comment 287,Comment 288,Comment 289,Comment 290,Comment 291,Comment 292,Comment 293,Comment 294,Comment 295,Comment 296,Comment 297,Comment 298,Comment 299,Comment 300,Comment 301,Comment 302,Comment 303,Comment 304,Comment 305,Comment 306,Comment 307,Comment 308,Comment 309,Comment 310,Comment 311,Comment 312,Comment 313,Comment 314,Comment 315,Comment 316,Comment 317,Comment 318,Comment 319,Comment 320,Comment 321,Comment 322,Comment 323,Comment 324,Comment 325,Comment 326,Comment 327,Comment 328,Comment 329,Comment 330,Comment 331,Comment 332,Comment 333,Comment 334,Comment 335,Comment 336,Comment 337,Comment 338,Comment 339,Comment 340,Comment 341,Comment 342,Comment 343,Comment 344,Comment 345,Comment 346,Comment 347,Comment 348,Comment 349,Comment 350,Comment 351,Comment 352,Comment 353,Comment 354,Comment 355,Comment 356,Comment 357,Comment 358,Comment 359,Comment 360,Comment 361,Comment 362,Comment 363,Comment 364,Comment 365,Comment 366,Comment 367,Comment 368,Comment 369,Comment 370,Comment 371,Comment 372,Comment 373,Comment 374,Comment 375,Comment 376,Comment 377,Comment 378,Comment 379,Comment 380,Comment 381,Comment 382,Comment 383,Comment 384,Comment 385,Comment 386,Comment 387,Comment 388,Comment 389,Comment 390,Comment 391,Comment 392,Comment 393,Comment 394,Comment 395,Comment 396,Comment 397,Comment 398,Comment 399,Comment 400,Comment 401,Comment 402,Comment 403,Comment 404,Comment 405,Comment 406,Comment 407,Comment 408,Comment 409,Comment 410,Comment 411,Comment 412,Comment 413,Comment 414,Comment 415,Comment 416,Comment 417,Comment 418,Comment 419,Comment 420,Comment 421,Comment 422,Comment 423,Comment 424,Comment 425,Comment 426,Comment 427,Comment 428,Comment 429,Comment 430,Comment 431,Comment 432,Comment 433,Comment 434,Comment 435,Comment 436,Comment 437,Comment 438,Comment 439,Comment 440,Comment 441,Comment 442,Comment 443,Comment 444,Comment 445,Comment 446,Comment 447,Comment 448,Comment 449,Comment 450,Comment 451,Comment 452,Comment 453,Comment 454,Comment 455,Comment 456,Comment 457,Comment 458,Comment 459,Comment 460,Comment 461,Comment 462,Comment 463,Comment 464,Comment 465,Comment 466,Comment 467,Comment 468,Comment 469,Comment 470,Comment 471,Comment 472,Comment 473,Comment 474,Comment 475,Comment 476,Comment 477,Comment 478,Comment 479,Comment 480,Comment 481,Comment 482,Comment 483,Comment 484,Comment 485,Comment 486,Comment 487,Comment 488,Comment 489,Comment 490,Comment 491,Comment 492,Comment 493,Comment 494,Comment 495,Comment 496,Comment 497,Comment 498,Comment 499,Comment 500,Comment 501,Comment 502,Comment 503,Comment 504,Comment 505,Comment 506,Comment 507,Comment 508,Comment 509,Comment 510,Comment 511,Comment 512,Comment 513,Comment 514,Comment 515,Comment 516,Comment 517,Comment 518,Comment 519,Comment 520,Comment 521,Comment 522,Comment 523,Comment 524,Comment 525,Comment 526,Comment 527,Comment 528,Longitude,Latitude
"BALCATTA, NM","22/11/18 7:30","354144","TRUE","60 & Roberts St, Joondanna","intersection_roundabout_nomination","Little chance to turn/cross traffic","Vegetation/objects block visibility","Area requires lights/roundabout","During peak times it's very hard to get across Wanneroo rd when connecting from Roberts St. It's hard to see what's coming from both ways and I've seen many close calls that could've ended up in a crash","","Most days","Motorist","no_speed_limits_too_high","Garrick","35-44","yes_member","6017","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Joondanna"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""60 & Roberts St"", ""AddNum"": """", ""ShortLabel"": ""60 & Roberts St"", ""Subregion"": """", ""LongLabel"": ""60 & Roberts St, Joondanna"", ""PostalExt"": """", ""Match_addr"": ""60 & Roberts St, Joondanna, Western Australia, 6060"", ""Postal"": ""6060"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","3","None","None","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8446288109,-31.907854841
"BALCATTA, NM","22/11/18 11:50","354350","TRUE","French St & Riley St, Tuart Hill","intersection_roundabout_nomination","Poor or confusing signage","Other","","Seen a number of accidents and near misses here. There are 3 consecutive stop signs (French & Lawley, French & Riley, French & Cape). For French & Riley, trees hide the stop sign and drivers go straight through. School drivers are also using Riley Street to get to Tuart Hill Primary as an alternative route to Cape Street and often over speed limit. Dangerous intersection, which should be a roundabout. Otherwise only a matter of time before something more serious occurs.","","Most days","Motorist","no_speed_limits_too_high","Jim","55-64","yes_member","6060","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Tuart Hill"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""French St & Riley St"", ""AddNum"": """", ""ShortLabel"": ""French St & Riley St"", ""Subregion"": """", ""LongLabel"": ""French St & Riley St, Tuart Hill"", ""PostalExt"": """", ""Match_addr"": ""French St & Riley St, Tuart Hill, Western Australia, 6060"", ""Postal"": ""6060"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8369657397,-31.9013448816
"BALCATTA, NM","23/11/18 2:39","354583","TRUE","3 & 77, Balcatta","intersection_roundabout_nomination","Poorly timed traffic light system","Poor or no provision for cyclists","Confusing layout","Multiple accidents and excessive traffic congestion.","","Most days","Motorist","no_speed_limits_too_high","Dan","25-34","yes_member","6026","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Balcatta"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""3 & 77"", ""AddNum"": """", ""ShortLabel"": ""3 & 77"", ""Subregion"": """", ""LongLabel"": ""3 & 77, Balcatta"", ""PostalExt"": """", ""Match_addr"": ""3 & 77, Balcatta, Western Australia, 6022"", ""Postal"": ""6022"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","5","None","Ann: None","Chris: None","Stirling: This intersection needs a bridge.  There is far too much traffic using this intersection for traffic lights to handle. WA Libs said they were putting a bridge in and a third lane from the Tonkin Highway to the Freeway, and then swept it under the carpet.","Multiple traffic jams and crashes daily","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8127632734,-31.8571299539
"BALCATTA, NM","23/11/18 14:49","354894","TRUE","60, Hamersley","road_nomination","Confusing layout","Poor or confusing signage","","Every single day cars fail to merge correctly here as the layout  of the merging lane was changed Tow trucks literally wait here for accidents to happen","less than 1km","Most days","Motorist","no_speed_limits_too_high","","25-34","yes_member","6021","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Hamersley"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""60"", ""AddNum"": """", ""ShortLabel"": ""60"", ""Subregion"": """", ""LongLabel"": ""60, Hamersley"", ""PostalExt"": """", ""Match_addr"": ""60, Hamersley, Western Australia, 6061"", ""Postal"": ""6061"", ""Type"": """", ""Addr_type"": ""StreetName"", ""Block"": """", ""MetroArea"": """"}","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8258211613,-31.8584026877
"BALCATTA, NM","26/11/18 3:10","355283","TRUE","24-46 Telford Cres, Stirling","road_nomination","Little chance to turn/cross traffic","Speed limit too high","Poor or confusing signage","built up area but no 50km/h signage. Speeding traffic is a danger to residents and road users.","1 ��� 5km","Most days","Motorist","yes_speed_limits_too_high","","65-74","yes_member","6021","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Stirling"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""46 Telford Cres"", ""AddNum"": ""46"", ""ShortLabel"": ""24-46 Telford Cres"", ""Subregion"": """", ""LongLabel"": ""24-46 Telford Cres, Stirling"", ""PostalExt"": """", ""Match_addr"": ""24-46 Telford Cres, Stirling, Western Australia, 6021"", ""Postal"": ""6021"", ""Type"": """", ""Addr_type"": ""StreetAddress"", ""Block"": """", ""MetroArea"": """"}","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.810854435,-31.8940100946
"BALCATTA, NM","27/11/18 7:23","355419","TRUE","60 & Reid Hwy, Hamersley","intersection_roundabout_nomination","Confusing layout","Confusing layout","Confusing layout","On the Bridge over Reid Hwy travelling North along Wanneroo Rd, there are three Lanes merging into two after leaving the stop lights. The signage says for the right lane to merge with the middle lane when in fact it should read, Centre lane merge right into outside lane,because the centre Lane becomes non existant. Thank you . Murray A Evensen ","","1 ��� 2 times per week","Motorist","no_speed_limits_too_high","Murray Evensen","75-84","yes_member","6061","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Hamersley"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""60 & Reid Hwy"", ""AddNum"": """", ""ShortLabel"": ""60 & Reid Hwy"", ""Subregion"": """", ""LongLabel"": ""60 & Reid Hwy, Hamersley"", ""PostalExt"": """", ""Match_addr"": ""60 & Reid Hwy, Hamersley, Western Australia, 6061"", ""Postal"": ""6061"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8258104324,-31.8587512437
"BALCATTA, NM","28/11/18 12:28","355559","TRUE","76 & San Remo BVD, Stirling","intersection_roundabout_nomination","Little chance to turn/cross traffic","Poorly timed traffic light system","","Very hard to turn into the area where i live across the traffic as there are no turning arrows in either direction","","1 ��� 2 times per week","Motorist","yes_speed_limits_too_high","Brett","45-54","no_member","6021","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Stirling"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""76 & San Remo BVD"", ""AddNum"": """", ""ShortLabel"": ""76 & San Remo BVD"", ""Subregion"": """", ""LongLabel"": ""76 & San Remo BVD, Stirling"", ""PostalExt"": """", ""Match_addr"": ""76 & San Remo BVD, Stirling, Western Australia, 6021"", ""Postal"": ""6021"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","1","Daniel: None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8199310303,-31.8903846131
"BALCATTA, NM","29/11/18 6:49","355603","TRUE","Main St & Royal St, Osborne Park","intersection_roundabout_nomination","Little chance to turn/cross traffic","Poor or confusing signage","Little chance to turn/cross traffic","This intersection has a No Right Hand Turning Signal at some times of the day but allows right hand turning for traffic at other times of the day.  It needs a Right hand turning signal as it is dangerous and most vehicles turning right during the times of the day it is allowed only do so on the Amber or Red light.","","1 ��� 2 times per week","Motorist","no_speed_limits_too_high","","45-54","yes_member","6060","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Osborne Park"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""Main St & Royal St"", ""AddNum"": """", ""ShortLabel"": ""Main St & Royal St"", ""Subregion"": """", ""LongLabel"": ""Main St & Royal St, Osborne Park"", ""PostalExt"": """", ""Match_addr"": ""Main St & Royal St, Osborne Park, Western Australia, 6017"", ""Postal"": ""6017"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","3","None","None","People have already been killed crossing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8280205727,-31.8965697079
"BALCATTA, NM","30/11/18 13:57","355663","TRUE","Eldorado St & Main St, Osborne Park","intersection_roundabout_nomination","Confusing layout","","","At the intersection of Main St/ Eldorado St is a slip lane for turning either right when heading north on Main, or right when heading south along Main. When 2 cars from opposite directions are trying to turn right at the same time it creates a hazard as it's very hard to see oncoming traffic behind them. This intersection is too close to the lights at intersection of Hutton/Royal which gets busy during peak. But people have to turn here because so many right turns off Main are blocked.","","Most days","Motorist","no_speed_limits_too_high","Emma","25-34","yes_member","6060","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Osborne Park"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""Eldorado St & Main St"", ""AddNum"": """", ""ShortLabel"": ""Eldorado St & Main St"", ""Subregion"": """", ""LongLabel"": ""Eldorado St & Main St, Osborne Park"", ""PostalExt"": """", ""Match_addr"": ""Eldorado St & Main St, Osborne Park, Western Australia, 6017"", ""Postal"": ""6017"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.828063488,-31.8947205994
"BALCATTA, NM","1/12/18 17:33","355693","TRUE","Royal St & Wanneroo Rd, Tuart Hill","intersection_roundabout_nomination","Other","Other","","When lights change to allow traffic to cross Wanneroo Rd during peakhour  they don't stay on long enough to allow the majorty of traffic to clear from Royal St resulting  in a backlog.","","Most days","Motorist","no_speed_limits_too_high","Ann-Marie","45-54","yes_member","6060","{""Sector"": """", ""PlaceName"": """", ""Territory"": """", ""Neighborhood"": ""Tuart Hill"", ""CountryCode"": ""AUS"", ""District"": """", ""City"": ""Perth"", ""Region"": ""Western Australia"", ""Address"": ""Royal St & Wanneroo Rd"", ""AddNum"": """", ""ShortLabel"": ""Royal St & Wanneroo Rd"", ""Subregion"": """", ""LongLabel"": ""Royal St & Wanneroo Rd, Tuart Hill"", ""PostalExt"": """", ""Match_addr"": ""Royal St & Wanneroo Rd, Tuart Hill, Western Australia, 6060"", ""Postal"": ""6060"", ""Type"": """", ""Addr_type"": ""StreetInt"", ""Block"": """", ""MetroArea"": """"}","","","1","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",115.8405250311,-31.8966015888
